market_ticker,market_title,status,current_spread,volume_7d_contracts,volume_7d_orders,7d_profit_current_usd,7d_profit_optimal_usd,7d_optimal_bid,7d_optimal_ask,7d_current_spread,7d_required_spread,60d_profit_current_usd,60d_profit_optimal_usd,60d_optimal_bid,60d_optimal_ask,60d_current_spread,60d_required_spread,event_ticker,event_title,7d_required_spread_with_fees,7d_roundtrip_fee_cents,60d_required_spread_with_fees,60d_roundtrip_fee_cents,spread_sufficient_flag
KXNEXTSPEAKER-31-SSCA,Will Steve Scalise be the next Speaker of the House?,active,4.0,26.0,4.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,,,,,1.0
KXNEXTSPEAKER-31-JJOR,Will Jim Jordan be the next Speaker of the House?,active,4.0,,,,,,,4.0,0.0,0.0,0.0,0.0,18.0,4.0,-2.0,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,,,,,1.0
KXNEXTSPEAKER-31-HJEF,Will Hakeem Jeffries be the next Speaker of the House?,active,2.0,50.0,9.0,0.32,0.96,66.0,72.0,2.0,-0.4309644062711508,4.06,19.12,64.0,72.0,2.0,-1.1627184548963625,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,,,,,0.0
KXMOONMAN-31-USA,Which country will be the next to send humans to the Moon?,active,4.0,1043.0,65.0,7.7,12.4,36.0,44.0,4.0,0.6917824100956765,-1.4,44.84,27.0,44.0,4.0,-0.9343126520765752,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,,,,,1.0
KXMOONMAN-31-R,Which country will be the next to send humans to the Moon?,active,5.0,4.0,4.0,0.0,0.0,0.0,6.0,5.0,0.0,0.05,0.05,1.0,6.0,5.0,0.0,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,,,,,1.0
KXMOONMAN-31-PRC,Which country will be the next to send humans to the Moon?,active,4.0,518.0,72.0,5.56,9.66,30.0,37.0,4.0,-0.0607399839247596,-17.51,81.51,25.0,36.0,4.0,-0.1751004723008012,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,,,,,1.0
KXMOONMAN-31-I,Which country will be the next to send humans to the Moon?,active,5.0,10.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,-0.77,0.0,0.0,7.0,5.0,0.0,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,,,,,1.0
KXMOONMAN-31-E,Which country will be the next to send humans to the Moon?,active,3.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.15,0.15,1.0,4.0,3.0,0.0,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,,,,,1.0
USCLIMATE-2030,Will the US meet its climate goals?,active,9.0,61.0,17.0,0.36,1.59,13.0,20.0,9.0,-0.0761565763483291,3.24,84.0,13.0,92.0,9.0,15.78632845488618,USCLIMATE,US meets its climate goals?,,,,,0.0
USCLIMATE-2025,Will the US meet its climate goals?,active,3.0,322.0,66.0,0.12,0.12,2.0,5.0,3.0,0.0689427911059441,24.39,24.39,2.0,5.0,3.0,-0.0260173203471863,USCLIMATE,US meets its climate goals?,,,,,1.0
KXTVSEASONRELEASETHELASTOFUS-28-JAN,"When will ""The Last of Us"" Season 3 be released?",active,8.0,78.0,7.0,2.24,2.24,81.0,89.0,8.0,0.0,2.64,2.64,81.0,89.0,8.0,0.0,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",,,,,1.0
KXTVSEASONRELEASETHELASTOFUS-27-JUL,"When will ""The Last of Us"" Season 3 be released?",active,6.0,27.0,4.0,0.12,0.16,67.0,75.0,6.0,-0.75,1.31,2.07,66.0,75.0,6.0,-0.75,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",,,,,1.0
KXTVSEASONRELEASETHELASTOFUS-27-JAN,"When will ""The Last of Us"" Season 3 be released?",active,7.0,3.0,1.0,0.0,0.0,0.0,26.0,7.0,0.0,0.0,0.03,0.0,27.0,7.0,0.0,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",,,,,1.0
KXTVSEASONRELEASETHELASTOFUS-27-APR,"When will ""The Last of Us"" Season 3 be released?",active,7.0,,,,,,,7.0,0.0,-0.69,2.84,30.0,39.0,7.0,0.5,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",,,,,1.0
KXTVSEASONRELEASETHELASTOFUS-26-OCT,"When will ""The Last of Us"" Season 3 be released?",active,8.0,226.0,2.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.36,0.0,12.0,8.0,0.0,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",,,,,1.0
KXTVSEASONRELEASETHELASTOFUS-26-JUL,"When will ""The Last of Us"" Season 3 be released?",active,8.0,207.0,2.0,0.0,0.06,0.0,13.0,8.0,0.0,0.0,0.06,0.0,13.0,8.0,0.0,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",,,,,1.0
KXTVSEASONRELEASETHELASTOFUS-26-APR,"When will ""The Last of Us"" Season 3 be released?",active,3.0,930.0,4.0,-26.14,0.86,0.0,5.0,3.0,0.0,-26.14,0.86,0.0,5.0,3.0,0.0,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",,,,,1.0
KXPRIMEENGCONSUMPTION-30-BIOFUEL,What will be the largest source of global primary energy consumption in 2030?,active,,,,,,,,,,,,,,,,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,,,,,
KXPRIMEENGCONSUMPTION-30-WIND,What will be the largest source of global primary energy consumption in 2030?,active,,93.0,1.0,,,,,,,,,,,,,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,,,,,
KXPRIMEENGCONSUMPTION-30-SOLAR,What will be the largest source of global primary energy consumption in 2030?,active,6.0,1.0,1.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.58,6.0,9.0,6.0,0.0,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,,,,,1.0
KXPRIMEENGCONSUMPTION-30-RENEWABLE,What will be the largest source of global primary energy consumption in 2030?,active,,30.0,2.0,,,,,,,,,,,,,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,,,,,
KXPRIMEENGCONSUMPTION-30-OIL,What will be the largest source of global primary energy consumption in 2030?,active,6.0,609.0,27.0,0.36,0.36,29.0,35.0,6.0,-0.1334683360453813,6.94,7.94,29.0,34.0,6.0,-0.0346521946912801,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,,,,,1.0
KXPRIMEENGCONSUMPTION-30-NUCLEAR,What will be the largest source of global primary energy consumption in 2030?,active,6.0,57.0,2.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,3.56,7.0,10.0,6.0,-2.0,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,,,,,1.0
KXPRIMEENGCONSUMPTION-30-HYDROPOWER,What will be the largest source of global primary energy consumption in 2030?,active,,3.0,3.0,,,,,,,,,,,,,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,,,,,
KXPRIMEENGCONSUMPTION-30-GAS,What will be the largest source of global primary energy consumption in 2030?,active,3.0,86.0,2.0,1.29,1.72,18.0,22.0,3.0,0.0,4.47,4.47,19.0,22.0,3.0,0.0,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,,,,,1.0
KXPRIMEENGCONSUMPTION-30-COAL,What will be the largest source of global primary energy consumption in 2030?,active,2.0,24.0,3.0,0.0,0.0,0.0,33.0,2.0,0.0,0.96,0.96,31.0,33.0,2.0,0.0,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,,,,,0.0
KXPRIMEENGCONSUMPTION-30-BIOMASS,What will be the largest source of global primary energy consumption in 2030?,no trades,,,,,,,,,,,,,,,,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,,,,,
KXACTORTOMCRUZ-30-TOM,Will Tom Cruise be cast in a Film With Ana de Armas?,active,6.0,11.0,4.0,0.06,0.06,38.0,44.0,6.0,0.0,1.08,1.53,38.0,55.0,6.0,0.0,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,,,,,1.0
AITURING,Will AI pass the Longbets version of the Turing test before 2030?,active,4.0,302.0,66.0,5.8,5.8,62.0,66.0,4.0,0.0,20.24,20.24,62.0,66.0,4.0,0.0307211053030039,AITURING,AI passes Turing test before 2030?,,,,,1.0
KXINDIANAPOWELL-30-GLE,Will Glen Powell be cast in the next Indiana Jones movie?,active,4.0,76.0,10.0,1.0,1.0,24.0,28.0,4.0,-1.1330729802139294,-4.11,2.48,24.0,32.0,4.0,-0.1226439023488525,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,,,,,1.0
KXCANADACUP-30,Will a Canadian team win the pro hockey championship by the end of the 2030 season?,active,6.0,32.0,5.0,0.36,0.36,62.0,68.0,6.0,0.0,2.52,2.52,62.0,68.0,6.0,0.0,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,,,,,1.0
KXTIMEDECADE20S-30-TAY,Who will Time name as Person of the Decade?,no trades,,,,,,,,,,,,,,,,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,,,,,
KXTIMEDECADE20S-30-XJIN,Who will Time name as Person of the Decade?,active,5.0,,,,,,,5.0,0.0,3.35,3.96,7.0,11.0,5.0,0.0,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,,,,,1.0
KXTIMEDECADE20S-30-VZEL,Who will Time name as Person of the Decade?,active,4.0,460.0,15.0,0.36,0.45,8.0,13.0,4.0,-0.2584183762028036,1.56,2.75,2.0,13.0,4.0,-0.2094875162046672,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,,,,,1.0
KXTIMEDECADE20S-30-SALT,Who will Time name as Person of the Decade?,active,7.0,340.0,7.0,1.55,3.21,5.0,11.0,7.0,-0.7097237688710097,0.04,3.6,4.0,12.0,7.0,-0.7097237688710097,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,,,,,1.0
KXTIMEDECADE20S-30-JHUA,Who will Time name as Person of the Decade?,active,3.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,-4.05,0.0,0.0,6.0,3.0,0.0,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,,,,,1.0
KXTIMEDECADE20S-30-EMUS,Who will Time name as Person of the Decade?,active,5.0,1819.0,32.0,0.2,2.94,26.0,33.0,5.0,-0.3945011396907579,-15.21,46.08,20.0,32.0,5.0,-0.2693013519561686,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,,,,,1.0
EVSHARE-30JAN-50,EV market share in 2030?,active,6.0,33.0,8.0,0.0,0.0,0.0,27.0,6.0,0.0,1.8,3.1,21.0,26.0,6.0,-0.084640543058463,EVSHARE-30JAN,EV market share in 2030?,,,,,1.0
EVSHARE-30JAN-30,EV market share in 2030?,active,6.0,460.0,7.0,0.0,0.0,0.0,54.0,6.0,0.0,1.98,3.26,50.0,55.0,6.0,-0.7597611057217184,EVSHARE-30JAN,EV market share in 2030?,,,,,1.0
EVSHARE-30JAN-20,EV market share in 2030?,active,4.0,369.0,8.0,0.44,0.6,67.0,73.0,4.0,-1.5,15.92,17.4,66.0,71.0,4.0,-2.2,EVSHARE-30JAN,EV market share in 2030?,,,,,1.0
EVSHARE-30JAN-10,EV market share in 2030?,active,6.0,,,,,,,6.0,0.0,0.3,0.87,86.0,95.0,6.0,0.0,EVSHARE-30JAN,EV market share in 2030?,,,,,1.0
KXU3MAX-30-20,How high will unemployment get before 2030?,active,5.0,,,,,,,5.0,0.0,,,,,5.0,0.0,KXU3MAX-30,How high will unemployment get before 2030?,,,,,1.0
KXU3MAX-30-17,How high will unemployment get before 2030?,active,5.0,10.0,1.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,KXU3MAX-30,How high will unemployment get before 2030?,,,,,1.0
KXU3MAX-30-15,How high will unemployment get before 2030?,active,6.0,,,,,,,6.0,0.0,0.0,0.0,0.0,22.0,6.0,0.0,KXU3MAX-30,How high will unemployment get before 2030?,,,,,1.0
KXU3MAX-30-9,How high will unemployment get before 2030?,active,6.0,113.0,12.0,2.04,2.04,44.0,50.0,6.0,0.3535533905932738,2.28,2.28,44.0,50.0,6.0,0.0497394702070449,KXU3MAX-30,How high will unemployment get before 2030?,,,,,1.0
KXU3MAX-30-8,How high will unemployment get before 2030?,active,5.0,10.0,5.0,-0.01,0.15,56.0,60.0,5.0,0.0,0.17,1.36,56.0,59.0,5.0,0.0,KXU3MAX-30,How high will unemployment get before 2030?,,,,,1.0
KXU3MAX-30-7,How high will unemployment get before 2030?,active,5.0,3.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,75.0,5.0,0.0,KXU3MAX-30,How high will unemployment get before 2030?,,,,,1.0
KXU3MAX-30-6,How high will unemployment get before 2030?,active,4.0,36.0,5.0,0.02,0.48,86.0,89.0,4.0,0.0,-0.11,0.48,86.0,89.0,4.0,0.0,KXU3MAX-30,How high will unemployment get before 2030?,,,,,1.0
KXU3MAX-30-5,How high will unemployment get before 2030?,active,4.0,153.0,3.0,2.43,2.43,93.0,97.0,4.0,0.0,2.33,2.33,93.0,97.0,4.0,0.0,KXU3MAX-30,How high will unemployment get before 2030?,,,,,1.0
KXU3MAX-30-12,How high will unemployment get before 2030?,active,6.0,3.0,1.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,KXU3MAX-30,How high will unemployment get before 2030?,,,,,1.0
KXU3MAX-30-10,How high will unemployment get before 2030?,active,5.0,5.0,1.0,0.0,0.0,0.0,38.0,5.0,0.0,0.75,11.88,33.0,39.0,5.0,1.29027623112899,KXU3MAX-30,How high will unemployment get before 2030?,,,,,1.0
KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,active,6.0,246.0,28.0,2.46,2.46,27.0,33.0,6.0,0.2927412049504796,2.08,4.58,27.0,34.0,6.0,0.1457625431750613,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,,,,,1.0
KXTVSEASONRELEASEACOURTOFTHORNSANDROSES-30-JAN,When will A Court Of Thorns and Roses be released?,active,8.0,34.0,5.0,-0.47,0.01,47.0,58.0,8.0,0.0,2.13,4.18,46.0,57.0,8.0,1.8530056647916493,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,,,,,1.0
KXTRILLIONAIRE-30-SRB,Will Sergey Brin be the world's first trillionaire?,active,1.0,,,,,,,1.0,0.0,,,,,1.0,0.0,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,0.0
KXTRILLIONAIRE-30-SB,Will Steve Ballmer be the world's first trillionaire?,active,,267.0,6.0,,,,,,,,,,,,,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,
KXTRILLIONAIRE-30-SA,Will Sam Altman be the world's first trillionaire?,active,,198.0,5.0,,,,,,,,,,,,,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,
KXTRILLIONAIRE-30-JH,Will Jensen Huang be the world's first trillionaire?,active,10.0,483.0,20.0,-1.26,5.27,2.0,8.0,10.0,0.0102588021348051,10.96,16.37,2.0,14.0,10.0,0.0214163403653552,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,1.0
KXTRILLIONAIRE-30-WB,Will Warren Buffet be the world's first trillionaire?,active,,,,,,,,,,,,,,,,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,
KXTRILLIONAIRE-30-MZ,Will Mark Zuckerberg be the world's first trillionaire?,active,6.0,50.0,5.0,0.06,0.07,3.0,10.0,6.0,0.0,-0.86,2.06,1.0,6.0,6.0,0.0,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,1.0
KXTRILLIONAIRE-30-LP,Will Larry Page be the world's first trillionaire?,active,7.0,159.0,8.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,1.0
KXTRILLIONAIRE-30-LE,Will Larry Ellison be the world's first trillionaire?,active,5.0,549.0,12.0,-0.3,0.09,1.0,7.0,5.0,-2.755983064143708,0.41,4.17,1.0,13.0,5.0,-2.755983064143708,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,1.0
KXTRILLIONAIRE-30-JB,Will Jeff Bezos be the world's first trillionaire?,active,1.0,80.0,5.0,-9.05,0.02,1.0,6.0,1.0,0.0,-31.77,0.44,1.0,7.0,1.0,0.0,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,0.0
KXTRILLIONAIRE-30-EM,Will Elon Musk be the world's first trillionaire?,active,13.0,8848.0,173.0,-183.18,69.6,60.0,81.0,13.0,2.955734110672463,182.46,276.58,42.0,79.0,13.0,1.8183460051329936,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,1.0
KXTRILLIONAIRE-30-BA,Will Bernard Arnault & family be the world's first trillionaire?,active,1.0,2.0,2.0,0.01,0.04,1.0,5.0,1.0,0.0,0.01,0.04,1.0,5.0,1.0,0.0,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,,,,,0.0
KXTRAVISKELCEWEDDING-30JAN01-PAT,Will Patrick Mahomes be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,active,9.0,932.0,15.0,-10.24,11.17,73.0,79.0,9.0,11.890965797370756,-17.56,23.79,73.0,79.0,9.0,6.242830127884146,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,,,0.0
KXTRAVISKELCEWEDDING-30JAN01-KUM,Will Kumar Ferguson be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,active,9.0,32.0,2.0,0.0,1.6,77.0,87.0,9.0,0.0,0.0,1.6,77.0,87.0,9.0,0.0,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTRAVISKELCEWEDDING-30JAN01-HAR,Will Harrison Butker be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,active,10.0,,,,,,,10.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTRAVISKELCEWEDDING-30JAN01-AUS,Will Austin Swift be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,active,12.0,1203.0,12.0,0.11,0.31,63.0,76.0,12.0,-14.37482451262649,0.08,1.05,37.0,76.0,12.0,-12.502564946018984,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTRAVISKELCEWEDDING-30JAN01-ARI,Will Aric Jones be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,active,10.0,48.0,2.0,0.0,2.4,72.0,82.0,10.0,0.0,0.0,2.4,72.0,82.0,10.0,0.0,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTRAVISKELCEWEDDING-30JAN01-JAS,Will Jason Kelce be a Groomsman for the wedding of Travis Kelce and Taylor Swift?,active,7.0,10.0,3.0,0.0,0.2,88.0,92.0,7.0,0.0,-4.0,7.84,84.0,92.0,7.0,0.0,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTAYLORSWIFTWEDDING-30JAN01-KYL,Will Kylie Kelce be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,4.0,1484.0,46.0,-14.26,48.54,0.0,63.0,4.0,16.302541825349483,-23.38,68.9,0.0,63.0,4.0,12.434479080455317,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,0.0
KXTAYLORSWIFTWEDDING-30JAN01-ZOE,Will Zoë Kravitz be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,11.0,,,,,,,11.0,0.0,0.0,6.9,35.0,45.0,11.0,0.0,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTAYLORSWIFTWEDDING-30JAN01-SOP,Will Sophie Turner be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,10.0,,,,,,,10.0,0.0,,,,,10.0,0.0,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTAYLORSWIFTWEDDING-30JAN01-LAN,Will Lana Del Rey be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,9.0,119.0,4.0,0.0,0.01,15.0,16.0,9.0,0.0,0.09,0.14,15.0,27.0,9.0,0.0,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTAYLORSWIFTWEDDING-30JAN01-ICE,Will Ice Spice be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,9.0,109.0,2.0,-1.66,0.0,0.0,11.0,9.0,0.0,-1.66,0.0,0.0,11.0,9.0,0.0,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTAYLORSWIFTWEDDING-30JAN01-GIG,Will Gigi Hadid be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,10.0,1077.0,11.0,0.4,1.84,44.0,58.0,10.0,-2.0,-37.48,94.01,53.0,65.0,10.0,-10.424135939380765,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTAYLORSWIFTWEDDING-30JAN01-EST,Will Este Haim be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,9.0,251.0,8.0,0.27,14.55,32.0,83.0,9.0,-0.1952621458756349,0.27,14.55,32.0,83.0,9.0,-0.1952621458756349,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTAYLORSWIFTWEDDING-30JAN01-DAN,Will Danielle Haim be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,10.0,,,,,,,10.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTAYLORSWIFTWEDDING-30JAN01-CAR,Will Cara Delevingne be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,9.0,,,,,,,9.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTAYLORSWIFTWEDDING-30JAN01-BRI,Will Brittany Mahomes be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,8.0,38.0,5.0,0.97,1.0,14.0,23.0,8.0,144.0,0.1,0.8,14.0,95.0,8.0,51.588457268119896,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,0.0
KXTAYLORSWIFTWEDDING-30JAN01-BLA,Will Blake Lively be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,12.0,503.0,7.0,-0.23,1.07,25.0,34.0,12.0,-5.5,3.33,4.77,18.0,34.0,12.0,-5.5,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
KXTAYLORSWIFTWEDDING-30JAN01-ALA,Will Alana Haim be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,active,10.0,,,,,,,10.0,0.0,0.0,1.08,21.0,30.0,10.0,0.0,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,,,,,1.0
